Wall time,Step,Value
1690911494.2900207,49,1.1930347681045532
1690911494.8250217,99,0.9760662913322449
1690911495.3680217,149,0.9125684499740601
1690911495.9070213,199,0.8108589053153992
1690911510.7141078,249,0.7547963261604309
1690911511.2991085,299,0.6940398216247559
1690911511.8591082,349,0.6840041875839233
1690911512.4191058,399,0.5512045621871948
1690911512.969106,449,0.5183285474777222
1690911526.1856143,499,0.6104791760444641
1690911526.7651062,549,0.6544345617294312
1690911527.330109,599,0.626848042011261
1690911527.8951058,649,0.5513585805892944
1690911528.4481065,699,0.5015162229537964
1690911541.6386356,749,0.5613809823989868
1690911542.3656266,799,0.572288453578949
1690911542.922625,849,0.5633849501609802
1690911543.482626,899,0.4843980669975281
1690911544.0446255,949,0.5821887254714966
1690911557.5477126,999,0.5182965397834778
1690911558.1157053,1049,0.46479013562202454
1690911558.6557055,1099,0.5667298436164856
1690911559.1967046,1149,0.46630752086639404
1690911559.7447062,1199,0.4983297884464264
1690911572.9817085,1249,0.4809771478176117
1690911573.6687045,1299,0.4975731074810028
1690911574.207708,1349,0.465594619512558
1690911574.7487078,1399,0.510732114315033
1690911575.2857056,1449,0.4921015501022339
1690911589.0897083,1499,0.4071507155895233
1690911589.6667047,1549,0.47041958570480347
1690911590.2077048,1599,0.42347824573516846
1690911590.7437062,1649,0.432463139295578
1690911591.284705,1699,0.4548379182815552
1690911604.770784,1749,0.42847970128059387
1690911605.330786,1799,0.5130913257598877
1690911605.8957832,1849,0.5770561695098877
1690911606.446783,1899,0.39220666885375977
1690911619.8023057,1949,0.4164276421070099
1690911620.4153047,1999,0.5340762138366699
1690911620.9773068,2049,0.48772820830345154
1690911621.5371501,2099,0.4262695908546448
1690911622.097151,2149,0.3817906081676483
1690911635.3207052,2199,0.3912147283554077
1690911635.9022195,2249,0.43736931681632996
1690911636.43922,2299,0.4263996481895447
1690911636.9892213,2349,0.47200703620910645
1690911637.548222,2399,0.4168522357940674
