Wall time,Step,Value
1690910971.8627033,49,0.9514945149421692
1690910972.4587035,99,0.7049040794372559
1690910973.032703,149,0.7061796188354492
1690910973.6067016,199,0.6334506273269653
1690910988.87601,249,0.5211369395256042
1690910989.457011,299,0.5227203369140625
1690910990.0090098,349,0.48235148191452026
1690910990.565009,399,0.38942450284957886
1690910991.1350114,449,0.34464624524116516
1690911004.6906016,499,0.38716599345207214
1690911005.2896013,549,0.46315333247184753
1690911005.8486004,599,0.43579521775245667
1690911006.4025989,649,0.4157537817955017
1690911006.9556007,699,0.3274245262145996
1690911020.6241946,749,0.37987709045410156
1690911021.220191,799,0.4525722563266754
1690911021.7741911,849,0.40074604749679565
1690911022.3311923,899,0.33037999272346497
1690911022.890215,949,0.4217163324356079
1690911036.4997454,999,0.3773367702960968
1690911037.1057403,1049,0.3039161264896393
1690911037.676739,1099,0.3450486660003662
1690911038.25474,1149,0.33328816294670105
1690911038.8217385,1199,0.3235384225845337
1690911052.3068154,1249,0.2893519699573517
1690911052.9088187,1299,0.36992543935775757
1690911053.4908164,1349,0.3057973086833954
1690911054.0668182,1399,0.36303284764289856
1690911054.6438162,1449,0.3177540898323059
1690911068.1558957,1499,0.2372378706932068
1690911068.7588956,1549,0.2606296241283417
1690911069.327898,1599,0.27689772844314575
1690911069.9054203,1649,0.268312931060791
1690911070.4814203,1699,0.30134260654449463
1690911083.9524624,1749,0.26739513874053955
1690911084.516462,1799,0.3519396185874939
1690911085.0714607,1849,0.3772536814212799
1690911085.6244643,1899,0.2691604495048523
1690911099.626461,1949,0.25313934683799744
1690911100.2104619,1999,0.3517809808254242
1690911100.758461,2049,0.3367559611797333
1690911101.3134615,2099,0.2813236713409424
1690911101.8704612,2149,0.22887292504310608
1690911115.3184645,2199,0.28044530749320984
1690911115.9284644,2249,0.2947845458984375
1690911116.4824612,2299,0.2784484624862671
1690911117.0354624,2349,0.2951769232749939
1690911117.591461,2399,0.26843878626823425
