Wall time,Step,Value
1690911146.621135,49,1.1075100898742676
1690911147.2291362,99,0.7996635437011719
1690911147.8241646,149,0.8030279874801636
1690911148.4141643,199,0.7206035852432251
1690911163.6162014,249,0.620032548904419
1690911164.3577206,299,0.550119936466217
1690911164.9227135,349,0.5457752346992493
1690911165.4777138,399,0.4672597050666809
1690911166.0347133,449,0.43034568428993225
1690911179.877893,499,0.45497310161590576
1690911180.4798958,549,0.532566487789154
1690911181.0548935,599,0.5142972469329834
1690911181.632895,649,0.5058314800262451
1690911182.220894,699,0.3902474045753479
1690911195.709898,749,0.4326026737689972
1690911196.2898958,799,0.48777326941490173
1690911196.8598943,849,0.44041723012924194
1690911197.4378948,899,0.4016260504722595
1690911198.0088942,949,0.5287129878997803
1690911211.5394094,999,0.4162854254245758
1690911212.138408,1049,0.3788449764251709
1690911212.7154088,1099,0.4763370752334595
1690911213.2954087,1149,0.376160591840744
1690911213.8724105,1199,0.40750694274902344
1690911227.4894853,1249,0.410522997379303
1690911228.0824838,1299,0.4475463330745697
1690911228.6424837,1349,0.36876553297042847
1690911229.2014837,1399,0.41885077953338623
1690911229.7584856,1449,0.4212005138397217
1690911243.6010041,1499,0.30506837368011475
1690911244.1770048,1549,0.360090047121048
1690911244.7350035,1599,0.3570759892463684
1690911245.2900043,1649,0.37682631611824036
1690911245.8480055,1699,0.38305217027664185
1690911259.5086474,1749,0.35088834166526794
1690911260.0846496,1799,0.41217556595802307
1690911260.6646504,1849,0.5629979968070984
1690911261.2156472,1899,0.340266615152359
1690911275.1792123,1949,0.326192706823349
1690911275.9032106,1999,0.38296806812286377
1690911276.4722116,2049,0.38503724336624146
1690911277.0392108,2099,0.37699630856513977
1690911277.611211,2149,0.34077247977256775
1690911291.0324907,2199,0.3277289867401123
1690911291.6444895,2249,0.37419912219047546
1690911292.2194915,2299,0.38313549757003784
1690911292.7994893,2349,0.3715358078479767
1690911293.3804905,2399,0.29602450132369995
