Wall time,Step,Value
1690911836.1650617,49,1.110779047012329
1690911836.7470613,99,0.8333079218864441
1690911837.331065,149,0.8102080225944519
1690911837.8910627,199,0.7107099294662476
1690911852.5900643,249,0.5917603969573975
1690911853.1890647,299,0.6138938665390015
1690911853.7370613,349,0.5774109363555908
1690911854.296064,399,0.4716739356517792
1690911854.848061,449,0.4750247001647949
1690911868.4536517,499,0.4712789058685303
1690911869.1646552,549,0.49354812502861023
1690911869.7196548,599,0.5243186950683594
1690911870.2876532,649,0.45834147930145264
1690911870.8556519,699,0.4170004725456238
1690911884.1436958,749,0.4388675093650818
1690911884.8546894,799,0.48606690764427185
1690911885.3976905,849,0.43149039149284363
1690911885.9416895,899,0.3803286850452423
1690911886.48769,949,0.47451305389404297
1690911899.789736,999,0.45965272188186646
1690911900.4797308,1049,0.3872484862804413
1690911901.019728,1099,0.45178356766700745
1690911901.5627306,1149,0.4005752503871918
1690911902.105731,1199,0.39069440960884094
1690911915.667729,1249,0.3253093361854553
1690911916.2347302,1299,0.4423276484012604
1690911916.801728,1349,0.34515175223350525
1690911917.3447301,1399,0.4120319187641144
1690911917.8867283,1449,0.4157537817955017
1690911931.1782484,1499,0.2970511317253113
1690911931.8492446,1549,0.34092962741851807
1690911932.4082453,1599,0.363640695810318
1690911932.960246,1649,0.346273809671402
1690911933.5122468,1699,0.350880891084671
1690911946.6543298,1749,0.31987544894218445
1690911947.2233305,1799,0.43174123764038086
1690911947.7763324,1849,0.49412471055984497
1690911948.3383288,1899,0.3135819137096405
1690911961.612399,1949,0.316678911447525
1690911962.3353994,1999,0.4156334102153778
1690911962.8743994,2049,0.39276814460754395
1690911963.417399,2099,0.3548129200935364
1690911963.969402,2149,0.2868161201477051
1690911977.21796,2199,0.2971796691417694
1690911977.80096,2249,0.33382320404052734
1690911978.3389614,2299,0.380898118019104
1690911978.8839612,2349,0.35102880001068115
1690911979.4289594,2399,0.3177350163459778
