Wall time,Step,Value
1690915904.7984226,49,1.2199351787567139
1690915905.8184206,99,0.8510056734085083
1690915906.8634222,149,0.6376726627349854
1690915907.9054215,199,0.6176443696022034
1690915908.9214215,249,0.4306950569152832
1690915909.9514222,299,0.46811443567276
1690915910.9974215,349,0.40149828791618347
1690915912.070422,399,0.3785404860973358
1690915913.1644225,449,0.37996941804885864
1690915914.2484224,499,0.34366557002067566
1690915915.3524215,549,0.36749720573425293
1690915916.4754221,599,0.38025158643722534
1690915917.5964215,649,0.3643825054168701
1690915918.7084224,699,0.3657396733760834
1690915919.789424,749,0.3029291033744812
1690915920.8674207,799,0.30544212460517883
1690915921.9334214,849,0.25820106267929077
1690915923.0034232,899,0.3362051844596863
1690915924.0904212,949,0.2904292047023773
1690915925.1634233,999,0.31509068608283997
1690915926.2304215,1049,0.2682250738143921
1690915927.318422,1099,0.3255407214164734
1690915928.393422,1149,0.23285189270973206
1690915929.4604218,1199,0.264371782541275
1690915944.7464607,1249,0.2643702030181885
1690915945.8144605,1299,0.2582617700099945
1690915946.89046,1349,0.2110486775636673
1690915947.9564645,1399,0.25889530777931213
1690915949.0114613,1449,0.319897323846817
1690915950.0614614,1499,0.272210031747818
1690915951.1214628,1549,0.27981996536254883
1690915952.155461,1599,0.2877083718776703
1690915953.1944609,1649,0.30129745602607727
1690915954.2254615,1699,0.2851152718067169
1690915955.2734597,1749,0.22171606123447418
1690915956.3074636,1799,0.28069400787353516
1690915957.3514988,1849,0.19958123564720154
1690915958.3864977,1899,0.24908104538917542
1690915959.4334965,1949,0.25246065855026245
1690915960.4684987,1999,0.24669235944747925
1690915961.4994967,2049,0.22126370668411255
1690915962.536496,2099,0.23915350437164307
1690915963.5754967,2149,0.23487119376659393
1690915964.6054962,2199,0.23765964806079865
1690915965.639498,2249,0.2812829613685608
1690915966.6754973,2299,0.3083219528198242
1690915967.7104971,2349,0.22628992795944214
1690915968.7454994,2399,0.23611581325531006
1690915982.7515073,2449,0.2502988278865814
1690915983.809507,2499,0.24270184338092804
1690915984.8765082,2549,0.23634621500968933
1690915985.933508,2599,0.2602049708366394
1690915986.9965081,2649,0.20938965678215027
1690915988.06351,2699,0.24774792790412903
1690915989.2015073,2749,0.20894178748130798
1690915990.2725074,2799,0.20819087326526642
1690915991.3685079,2849,0.2299448549747467
1690915992.429507,2899,0.18545550107955933
1690915993.6165092,2949,0.238358274102211
1690915994.7835095,2999,0.20802345871925354
1690915996.007509,3049,0.237046018242836
1690915997.2545102,3099,0.22525203227996826
1690915998.4885106,3149,0.19799546897411346
1690915999.5395086,3199,0.21068024635314941
1690916000.6485095,3249,0.2059706747531891
1690916001.8245091,3299,0.20647864043712616
1690916002.9185092,3349,0.17953035235404968
1690916004.0055087,3399,0.22828426957130432
1690916005.089508,3449,0.24443508684635162
1690916006.169512,3499,0.205144003033638
1690916007.266509,3549,0.22378891706466675
1690916008.3415098,3599,0.22643540799617767
1690916009.410511,3649,0.22453978657722473
1690916023.8370643,3699,0.257769912481308
1690916024.9460647,3749,0.20204028487205505
1690916026.0480998,3799,0.21441827714443207
1690916027.1521006,3849,0.19659945368766785
1690916028.264102,3899,0.20573227107524872
1690916029.3520994,3949,0.2080356478691101
1690916030.4381008,3999,0.18726781010627747
1690916031.4921029,4049,0.19902630150318146
1690916032.5451503,4099,0.21142570674419403
1690916033.5891004,4149,0.2311074584722519
1690916034.624102,4199,0.22360913455486298
1690916035.6591,4249,0.2109936773777008
1690916036.6970994,4299,0.19654099643230438
1690916037.7371008,4349,0.18025732040405273
1690916038.789101,4399,0.19421307742595673
1690916039.8661008,4449,0.16800619661808014
1690916040.9200995,4499,0.21143507957458496
1690916041.9601007,4549,0.20406083762645721
1690916043.003121,4599,0.22602199018001556
1690916044.032118,4649,0.21272018551826477
1690916045.0811172,4699,0.20421169698238373
1690916046.1331189,4749,0.17934247851371765
1690916047.275118,4799,0.24444974958896637
1690916048.4751186,4849,0.18309356272220612
1690916064.9776845,4899,0.21612633764743805
1690916066.1426835,4949,0.24392420053482056
1690916067.2876835,4999,0.20718973875045776
1690916068.4026828,5049,0.19117534160614014
1690916069.491685,5099,0.17737236618995667
1690916070.611684,5149,0.27462151646614075
1690916071.7096832,5199,0.19329844415187836
1690916072.8216848,5249,0.17022378742694855
1690916073.919705,5299,0.20344090461730957
1690916075.0087059,5349,0.15232892334461212
1690916076.1217043,5399,0.22448500990867615
1690916077.2087147,5449,0.1917726844549179
1690916078.3417144,5499,0.22297914326190948
1690916079.4948075,5549,0.20211167633533478
1690916080.683232,5599,0.15979322791099548
1690916081.8402376,5649,0.2050541341304779
1690916082.9712322,5699,0.20370511710643768
1690916084.1282344,5749,0.16592630743980408
1690916085.2722332,5799,0.18653084337711334
1690916086.4602356,5849,0.14703501760959625
1690916087.6682322,5899,0.14510485529899597
1690916088.7802336,5949,0.2493288815021515
1690916089.8402343,5999,0.19251972436904907
1690916090.9312315,6049,0.17679435014724731
1690916104.8377519,6099,0.19551371037960052
1690916105.8857527,6149,0.18115542829036713
1690916106.9547517,6199,0.18311500549316406
1690916108.0197518,6249,0.23269326984882355
1690916109.110752,6299,0.23040075600147247
1690916110.1747532,6349,0.17787982523441315
1690916111.2157538,6399,0.20361731946468353
1690916112.2707524,6449,0.1835285723209381
1690916113.3097525,6499,0.24196989834308624
1690916114.347275,6549,0.214716836810112
1690916115.301274,6599,0.22031189501285553
1690916116.2622864,6649,0.1778784990310669
1690916117.210287,6699,0.20592106878757477
1690916118.1552846,6749,0.1966882050037384
1690916119.1092846,6799,0.20213934779167175
1690916120.1402848,6849,0.22261813282966614
1690916121.2122846,6899,0.175426185131073
