Wall time,Step,Value
1690911321.8750086,49,1.3966079950332642
1690911322.4550095,99,1.0541869401931763
1690911323.0260067,149,1.0506598949432373
1690911323.5990086,199,0.9812217354774475
1690911338.384049,249,0.8568217754364014
1690911338.9790485,299,0.8015192747116089
1690911339.546048,349,0.796489417552948
1690911340.1170473,399,0.6136210560798645
1690911340.7040477,449,0.6535502076148987
1690911354.4276068,499,0.6317558884620667
1690911355.0326076,549,0.6939855217933655
1690911355.5866072,599,0.6934537291526794
1690911356.1476085,649,0.656089723110199
1690911356.7146075,699,0.5778709053993225
1690911370.4746652,749,0.645272970199585
1690911371.0516577,799,0.6970094442367554
1690911371.6066582,849,0.651692271232605
1690911372.1426587,899,0.5422388315200806
1690911372.6876583,949,0.6481823325157166
1690911386.187708,999,0.5620181560516357
1690911386.7656991,1049,0.5305535197257996
1690911387.307698,1099,0.6004866361618042
1690911387.8466978,1149,0.5641161799430847
1690911388.4016979,1199,0.5084465146064758
1690911401.843701,1249,0.522810697555542
1690911402.3976994,1299,0.6022804975509644
1690911402.9527009,1349,0.5114930868148804
1690911403.4977002,1399,0.6496445536613464
1690911404.0627007,1449,0.524006187915802
1690911417.3797379,1499,0.4662492573261261
1690911417.9537354,1549,0.4858807325363159
1690911418.511736,1599,0.5449699759483337
1690911419.072739,1649,0.538173496723175
1690911419.6397388,1699,0.5335586071014404
1690911433.2272563,1749,0.5106104016304016
1690911433.7742574,1799,0.5350857973098755
1690911434.3172567,1849,0.6480703949928284
1690911434.8712573,1899,0.5123101472854614
1690911448.1428597,1949,0.47203680872917175
1690911448.8398592,1999,0.5832610726356506
1690911449.3898594,2049,0.5528799295425415
1690911449.93286,2099,0.49512797594070435
1690911450.4778597,2149,0.41266223788261414
1690911463.887458,2199,0.45454004406929016
1690911464.5954573,2249,0.504764199256897
1690911465.135457,2299,0.5213311910629272
1690911465.6774583,2349,0.5234392881393433
1690911466.2214572,2399,0.47861674427986145
