"Step","OneCycleLR + GlobalMaxPool2d - train_loss","OneCycleLR + GlobalMaxPool2d - train_loss__MIN","OneCycleLR + GlobalMaxPool2d - train_loss__MAX","OneCycleLR + GlobalMaxPool2d + BatchNorm2d - train_loss","OneCycleLR + GlobalMaxPool2d + BatchNorm2d - train_loss__MIN","OneCycleLR + GlobalMaxPool2d + BatchNorm2d - train_loss__MAX","OneCycleLR + GlobalAvgPool2d - train_loss","OneCycleLR + GlobalAvgPool2d - train_loss__MIN","OneCycleLR + GlobalAvgPool2d - train_loss__MAX","OneCycleLR + GlobalAvgPool2d + BatchNorm2d - train_loss","OneCycleLR + GlobalAvgPool2d + BatchNorm2d - train_loss__MIN","OneCycleLR + GlobalAvgPool2d + BatchNorm2d - train_loss__MAX","final_model - whole training set - train_loss","final_model - whole training set - train_loss__MIN","final_model - whole training set - train_loss__MAX","final_model - train_loss","final_model - train_loss__MIN","final_model - train_loss__MAX"
"22","0.29226818680763245","0.20724418759346008","0.3772921860218048","0.3020676076412201","0.21965757012367249","0.3844776451587677","0.6761406362056732","0.5915927886962891","0.7606884837150574","0.30183424055576324","0.28429365158081055","0.31937482953071594","0.26033735275268555","0.26033735275268555","0.26033735275268555","0.27350232005119324","0.27350232005119324","0.27350232005119324"
"23","0.4177580624818802","0.38371741771698","0.4517987072467804","0.404829666018486","0.37494298815727234","0.4347163438796997","0.7533241510391235","0.6867396235466003","0.8199086785316467","0.3980695456266403","0.371786504983902","0.42435258626937866","0.34413811564445496","0.34413811564445496","0.34413811564445496","0.27724093198776245","0.27724093198776245","0.27724093198776245"
"24","0.43328963220119476","0.429721862077713","0.4368574023246765","0.35070057213306427","0.3183523416519165","0.38304880261421204","0.7957472205162048","0.7839598059654236","0.8075346350669861","0.3956127315759659","0.3573647141456604","0.43386074900627136","0.4565061628818512","0.4565061628818512","0.4565061628818512","0.3217267394065857","0.3217267394065857","0.3217267394065857"
"25","0.3227802962064743","0.2817229628562927","0.3638376295566559","0.28587326407432556","0.2704733908176422","0.3012731373310089","0.5972289741039276","0.5786365270614624","0.6158214211463928","0.2501898258924484","0.20784741640090942","0.2925322353839874","0.28094592690467834","0.28094592690467834","0.28094592690467834","0.3112984895706177","0.3112984895706177","0.3112984895706177"
"26","0.379887193441391","0.3032006621360779","0.4565737247467041","0.379299134016037","0.3446536958217621","0.4139445722103119","0.571860060095787","0.4941782057285309","0.6495419144630432","0.27252551913261414","0.18640834093093872","0.35864269733428955","0.2858786880970001","0.2858786880970001","0.2858786880970001","0.36043623089790344","0.36043623089790344","0.36043623089790344"
"27","0.37898026406764984","0.32625189423561096","0.4317086338996887","0.3093676120042801","0.24527624249458313","0.37345898151397705","0.578639805316925","0.5639658570289612","0.5933137536048889","0.3032158315181732","0.26470452547073364","0.3417271375656128","0.23165373504161835","0.23165373504161835","0.23165373504161835","0.2695898413658142","0.2695898413658142","0.2695898413658142"
"28","0.30000700801610947","0.23783312737941742","0.3621808886528015","0.32155704498291016","0.26191672682762146","0.38119736313819885","0.5534396916627884","0.38950487971305847","0.7173745036125183","0.260385237634182","0.1817435771226883","0.33902689814567566","0.2331232726573944","0.2331232726573944","0.2331232726573944","0.3185271918773651","0.3185271918773651","0.3185271918773651"
"29","0.35978245735168457","0.30369728803634644","0.4158676266670227","0.36408357322216034","0.2950875163078308","0.43307963013648987","0.6629011034965515","0.6604465246200562","0.6653556823730469","0.37548916041851044","0.3191279470920563","0.4318503737449646","0.30874156951904297","0.30874156951904297","0.30874156951904297","0.27179333567619324","0.27179333567619324","0.27179333567619324"
"30","0.27504757046699524","0.25661399960517883","0.29348114132881165","0.2518462613224983","0.21209846436977386","0.2915940582752228","0.5018192678689957","0.49682703614234924","0.5068114995956421","0.2438807561993599","0.22120024263858795","0.26656126976013184","0.2806301712989807","0.2806301712989807","0.2806301712989807","0.14356651902198792","0.14356651902198792","0.14356651902198792"
"31","0.3139380216598511","0.1957777440547943","0.43209829926490784","0.2993129715323448","0.21271578967571259","0.38591015338897705","0.5168072581291199","0.31312042474746704","0.7204940915107727","0.25567130744457245","0.16405734419822693","0.34728527069091797","0.4232276976108551","0.4232276976108551","0.4232276976108551","0.24534815549850464","0.24534815549850464","0.24534815549850464"
"32","0.28966425359249115","0.2786315381526947","0.3006969690322876","0.3488692492246628","0.2578958570957184","0.4398426413536072","0.584998607635498","0.5358856320381165","0.6341115832328796","0.29951849579811096","0.19124847650527954","0.4077885150909424","0.2142130732536316","0.2142130732536316","0.2142130732536316","0.26981714367866516","0.26981714367866516","0.26981714367866516"
"33","0.35232727974653244","0.2166583091020584","0.48799625039100647","0.28108036518096924","0.1860007643699646","0.3761599659919739","0.6642470359802246","0.5929462909698486","0.7355477809906006","0.27492010593414307","0.22149094939231873","0.3283492624759674","0.30587685108184814","0.30587685108184814","0.30587685108184814","0.2693871259689331","0.2693871259689331","0.2693871259689331"
"34","0.32775022089481354","0.32006528973579407","0.335435152053833","0.31727543473243713","0.2876766622066498","0.3468742072582245","0.6543777287006378","0.5308589935302734","0.7778964638710022","0.3147169128060341","0.24773819744586945","0.38169562816619873","0.24905303120613098","0.24905303120613098","0.24905303120613098","0.264272004365921","0.264272004365921","0.264272004365921"
"35","0.33482199907302856","0.32641810178756714","0.34322589635849","0.36184854805469513","0.3150252103805542","0.40867188572883606","0.5264476984739304","0.4167773425579071","0.6361180543899536","0.29030923545360565","0.25810104608535767","0.32251742482185364","0.3370128273963928","0.3370128273963928","0.3370128273963928","0.30527788400650024","0.30527788400650024","0.30527788400650024"
"36","0.39658674597740173","0.3443959951400757","0.4487774968147278","0.38242916762828827","0.2947984039783478","0.47005993127822876","0.6151891350746155","0.546951174736023","0.683427095413208","0.31377072632312775","0.28373342752456665","0.34380802512168884","0.31466907262802124","0.31466907262802124","0.31466907262802124","0.27506494522094727","0.27506494522094727","0.27506494522094727"
"37","0.23555182665586472","0.18604837357997894","0.2850552797317505","0.19157104194164276","0.13766168057918549","0.24548040330410004","0.4497794061899185","0.36953625082969666","0.5300225615501404","0.1864682137966156","0.14670071005821228","0.22623571753501892","0.2241705060005188","0.2241705060005188","0.2241705060005188","0.17367981374263763","0.17367981374263763","0.17367981374263763"
"38","0.38916532695293427","0.37019556760787964","0.4081350862979889","0.3681457042694092","0.3295886516571045","0.40670275688171387","0.6623260974884033","0.63796466588974","0.6866875290870667","0.3500227779150009","0.3039964437484741","0.3960491120815277","0.30894455313682556","0.30894455313682556","0.30894455313682556","0.15521347522735596","0.15521347522735596","0.15521347522735596"
"39","0.23349939286708832","0.23349939286708832","0.23349939286708832","0.30605658888816833","0.30605658888816833","0.30605658888816833","0.4085139334201813","0.4085139334201813","0.4085139334201813","0.23739585280418396","0.23739585280418396","0.23739585280418396","0.18833675980567932","0.18833675980567932","0.18833675980567932","","",""
"40","0.2004225105047226","0.12360590696334839","0.2772391140460968","0.20262446999549866","0.14030489325523376","0.26494404673576355","0.40910300612449646","0.2708556056022644","0.5473504066467285","0.171653151512146","0.14355798065662384","0.19974832236766815","0.24151930212974548","0.24151930212974548","0.24151930212974548","0.10820183157920837","0.10820183157920837","0.10820183157920837"
"41","0.3258648067712784","0.30376961827278137","0.3479599952697754","0.3416603207588196","0.283693790435791","0.39962685108184814","0.48598065972328186","0.3375778794288635","0.6343834400177002","0.29352524876594543","0.28325194120407104","0.3037985563278198","0.2850475013256073","0.2850475013256073","0.2850475013256073","0.23758439719676971","0.23758439719676971","0.23758439719676971"
"42","0.30963149666786194","0.23827946186065674","0.38098353147506714","0.3165896162390709","0.24030019342899323","0.39287903904914856","0.5240751802921295","0.4757246971130371","0.5724256634712219","0.29151611775159836","0.17491571605205536","0.40811651945114136","0.2997789978981018","0.2997789978981018","0.2997789978981018","0.17829059064388275","0.17829059064388275","0.17829059064388275"
"43","0.3125431686639786","0.24459725618362427","0.3804890811443329","0.38969455659389496","0.2523016631603241","0.5270874500274658","0.45882295072078705","0.36196330189704895","0.5556825995445251","0.28408411145210266","0.15285781025886536","0.41531041264533997","0.40821021795272827","0.40821021795272827","0.40821021795272827","0.11321714520454407","0.11321714520454407","0.11321714520454407"
"44","0.27307143807411194","0.22831854224205017","0.3178243339061737","0.2566724792122841","0.2246197611093521","0.28872519731521606","0.45142197608947754","0.41254472732543945","0.4902992248535156","0.24662157893180847","0.20968210697174072","0.2835610508918762","0.2731457054615021","0.2731457054615021","0.2731457054615021","0.22128383815288544","0.22128383815288544","0.22128383815288544"
"45","0.3432702273130417","0.30942410230636597","0.3771163523197174","0.296158105134964","0.2330908179283142","0.35922539234161377","0.528404176235199","0.46125948429107666","0.5955488681793213","0.29129698872566223","0.25293317437171936","0.3296608030796051","0.2736540138721466","0.2736540138721466","0.2736540138721466","0.39026597142219543","0.39026597142219543","0.39026597142219543"
"46","0.2696923390030861","0.24370531737804413","0.29567936062812805","0.26571743190288544","0.19246035814285278","0.3389745056629181","0.5002441704273224","0.44370657205581665","0.5567817687988281","0.23926874995231628","0.21289518475532532","0.26564231514930725","0.2032124251127243","0.2032124251127243","0.2032124251127243","0.34989356994628906","0.34989356994628906","0.34989356994628906"
"47","0.31551873683929443","0.2987504005432129","0.332287073135376","0.31908805668354034","0.30827924609184265","0.32989686727523804","0.5413785576820374","0.4825354218482971","0.6002216935157776","0.34045471251010895","0.3333187401294708","0.34759068489074707","0.2755204439163208","0.2755204439163208","0.2755204439163208","0.23621656000614166","0.23621656000614166","0.23621656000614166"
"48","0.29973775148391724","0.2900259494781494","0.30944955348968506","0.32011497020721436","0.30484044551849365","0.33538949489593506","0.45220978558063507","0.4240397810935974","0.48037979006767273","0.22929587960243225","0.17562007904052734","0.28297168016433716","0.33866381645202637","0.33866381645202637","0.33866381645202637","0.13314758241176605","0.13314758241176605","0.13314758241176605"
"49","0.33197838068008423","0.255607008934021","0.40834975242614746","0.30320946872234344","0.26184210181236267","0.3445768356323242","0.47272738814353943","0.44628098607063293","0.4991737902164459","0.2952461987733841","0.24955394864082336","0.3409384489059448","0.2972072958946228","0.2972072958946228","0.2972072958946228","0.3036304712295532","0.3036304712295532","0.3036304712295532"
"50","0.28102604299783707","0.22520144283771515","0.336850643157959","0.27982475608587265","0.20120729506015778","0.3584422171115875","0.4435432106256485","0.41032370924949646","0.47676271200180054","0.2638273686170578","0.22883766889572144","0.29881706833839417","0.27460187673568726","0.27460187673568726","0.27460187673568726","0.19488053023815155","0.19488053023815155","0.19488053023815155"
"51","0.27114371210336685","0.24397142231464386","0.29831600189208984","0.22346393018960953","0.16482345759868622","0.28210440278053284","0.4455779045820236","0.40060195326805115","0.4905538558959961","0.19451765716075897","0.1484551578760147","0.24058015644550323","0.2656260132789612","0.2656260132789612","0.2656260132789612","0.1421438604593277","0.1421438604593277","0.1421438604593277"
"52","0.312936469912529","0.2910706698894501","0.3348022699356079","0.2784731984138489","0.27009478211402893","0.2868516147136688","0.5230840891599655","0.44209542870521545","0.6040727496147156","0.30052660405635834","0.27622824907302856","0.3248249590396881","0.23750825226306915","0.23750825226306915","0.23750825226306915","0.34549543261528015","0.34549543261528015","0.34549543261528015"
"53","0.2800600603222847","0.23034311830997467","0.3297770023345947","0.3133842945098877","0.26836341619491577","0.3584051728248596","0.4658881723880768","0.458865761756897","0.4729105830192566","0.24940557032823563","0.21744658052921295","0.2813645601272583","0.2054932415485382","0.2054932415485382","0.2054932415485382","0.28815552592277527","0.28815552592277527","0.28815552592277527"
"54","0.2999470680952072","0.28180068731307983","0.3180934488773346","0.23884548991918564","0.1824764460325241","0.29521453380584717","0.45294705033302307","0.35476142168045044","0.5511326789855957","0.2509138435125351","0.19685819745063782","0.3049694895744324","0.14461073279380798","0.14461073279380798","0.14461073279380798","0.16627086699008942","0.16627086699008942","0.16627086699008942"
"55","0.3678719103336334","0.2777152955532074","0.45802852511405945","0.2979050874710083","0.21188390254974365","0.38392627239227295","0.5280431807041168","0.477145254611969","0.5789411067962646","0.2977922856807709","0.2279648780822754","0.36761969327926636","0.30315840244293213","0.30315840244293213","0.30315840244293213","0.13417933881282806","0.13417933881282806","0.13417933881282806"
"56","0.2192941978573799","0.1442607194185257","0.29432767629623413","0.2619675174355507","0.20282234251499176","0.3211126923561096","0.4306870549917221","0.39387017488479614","0.46750393509864807","0.2149895280599594","0.15735465288162231","0.2726244032382965","0.25371411442756653","0.25371411442756653","0.25371411442756653","0.17155848443508148","0.17155848443508148","0.17155848443508148"
"57","0.3020305782556534","0.2566371262073517","0.3474240303039551","0.3049498647451401","0.26502394676208496","0.3448757827281952","0.44530341029167175","0.37184810638427734","0.5187587141990662","0.22290955483913422","0.16422078013420105","0.2815983295440674","0.22597594559192657","0.22597594559192657","0.22597594559192657","0.30951619148254395","0.30951619148254395","0.30951619148254395"
"58","0.4492061138153076","0.4492061138153076","0.4492061138153076","0.3147335946559906","0.3147335946559906","0.3147335946559906","0.6318682432174683","0.6318682432174683","0.6318682432174683","0.24600885808467865","0.24600885808467865","0.24600885808467865","0.24632622301578522","0.24632622301578522","0.24632622301578522","0.36851251125335693","0.36851251125335693","0.36851251125335693"
"59","0.29778650403022766","0.27303263545036316","0.32254037261009216","0.3674694746732712","0.2977522611618042","0.43718668818473816","0.5036349445581436","0.4401322305202484","0.5671376585960388","0.32089437544345856","0.25600534677505493","0.3857834041118622","0.528715193271637","0.528715193271637","0.528715193271637","0.15935471653938293","0.15935471653938293","0.15935471653938293"
"60","0.2577545642852783","0.2577545642852783","0.2577545642852783","0.24237492680549622","0.24237492680549622","0.24237492680549622","0.48132824897766113","0.48132824897766113","0.48132824897766113","0.23407123982906342","0.23407123982906342","0.23407123982906342","0.2135847806930542","0.2135847806930542","0.2135847806930542","","",""
"61","0.39650367200374603","0.34611573815345764","0.4468916058540344","0.3322172611951828","0.27260634303092957","0.39182817935943604","0.5759272277355194","0.5309405326843262","0.6209139227867126","0.3077908381819725","0.24480091035366058","0.3707807660102844","0.25877833366394043","0.25877833366394043","0.25877833366394043","0.35309892892837524","0.35309892892837524","0.35309892892837524"
"62","0.37731949985027313","0.247798353433609","0.5068406462669373","0.2561235576868057","0.228536456823349","0.28371065855026245","0.4976429343223572","0.4570712447166443","0.5382146239280701","0.26089145243167877","0.19925615191459656","0.322526752948761","0.2885432243347168","0.2885432243347168","0.2885432243347168","0.21667931973934174","0.21667931973934174","0.21667931973934174"
"63","0.3244624435901642","0.24971553683280945","0.3992093503475189","0.3432472199201584","0.25291338562965393","0.43358105421066284","0.48569774627685547","0.4807983636856079","0.490597128868103","0.2542952597141266","0.19892969727516174","0.30966082215309143","0.2882657051086426","0.2882657051086426","0.2882657051086426","0.15931420028209686","0.15931420028209686","0.15931420028209686"
"64","0.3550637662410736","0.26581716537475586","0.44431036710739136","0.28478391468524933","0.2841135263442993","0.28545430302619934","0.5073064565658569","0.5067023038864136","0.5079106092453003","0.32120849192142487","0.28012844920158386","0.36228853464126587","0.2627280354499817","0.2627280354499817","0.2627280354499817","0.34815773367881775","0.34815773367881775","0.34815773367881775"
"65","0.3999142646789551","0.3970026671886444","0.40282586216926575","0.3190126419067383","0.30347639322280884","0.3345488905906677","0.5031270086765289","0.4508308172225952","0.5554232001304626","0.32646144926548004","0.31826213002204895","0.33466076850891113","0.13737285137176514","0.13737285137176514","0.13737285137176514","0.29989272356033325","0.29989272356033325","0.29989272356033325"
"66","0.25340386480093","0.23972941935062408","0.26707831025123596","0.24428042769432068","0.21881583333015442","0.26974502205848694","0.433943435549736","0.4250727593898773","0.4428141117095947","0.23978949338197708","0.22203104197978973","0.25754794478416443","0.3349112570285797","0.3349112570285797","0.3349112570285797","0.23546601831912994","0.23546601831912994","0.23546601831912994"
"67","0.38502050936222076","0.38380128145217896","0.3862397372722626","0.35624510049819946","0.34221017360687256","0.37028002738952637","0.45788241922855377","0.40789762139320374","0.5078672170639038","0.2826385647058487","0.2721702754497528","0.2931068539619446","0.3638153076171875","0.3638153076171875","0.3638153076171875","0.26782718300819397","0.26782718300819397","0.26782718300819397"
"68","0.3039664626121521","0.28808456659317017","0.31984835863113403","0.23801879584789276","0.235198974609375","0.24083861708641052","0.3113352656364441","0.2802785038948059","0.3423920273780823","0.2337021678686142","0.230596661567688","0.2368076741695404","0.2962474822998047","0.2962474822998047","0.2962474822998047","0.3158433437347412","0.3158433437347412","0.3158433437347412"
"69","0.29481807351112366","0.273605078458786","0.3160310685634613","0.2648649662733078","0.2578502595424652","0.2718796730041504","0.375631183385849","0.31997475028038025","0.43128761649131775","0.24636555463075638","0.22324533760547638","0.2694857716560364","0.17778241634368896","0.17778241634368896","0.17778241634368896","0.2891779839992523","0.2891779839992523","0.2891779839992523"
"70","0.2556031793355942","0.2531389892101288","0.25806736946105957","0.22934023290872574","0.22153979539871216","0.23714067041873932","0.27977903187274933","0.25434648990631104","0.3052115738391876","0.20072411000728607","0.176722452044487","0.22472576797008514","0.27283963561058044","0.27283963561058044","0.27283963561058044","0.32199740409851074","0.32199740409851074","0.32199740409851074"
"71","0.284687802195549","0.23674634099006653","0.3326292634010315","0.31855928897857666","0.3021067678928375","0.3350118100643158","0.48328225314617157","0.4760843813419342","0.49048012495040894","0.2643294632434845","0.2093919813632965","0.3192669451236725","0.19415292143821716","0.19415292143821716","0.19415292143821716","0.2849395275115967","0.2849395275115967","0.2849395275115967"
"72","0.24128131568431854","0.16252902150154114","0.32003360986709595","0.20205067843198776","0.1837671995162964","0.22033415734767914","0.2758265882730484","0.2314208447933197","0.3202323317527771","0.14694004505872726","0.11959671974182129","0.17428337037563324","0.1671903133392334","0.1671903133392334","0.1671903133392334","0.22176049649715424","0.22176049649715424","0.22176049649715424"
"73","0.2773185446858406","0.19965218007564545","0.35498490929603577","0.25892040878534317","0.18570907413959503","0.3321317434310913","0.3893702030181885","0.32874077558517456","0.4499996304512024","0.25170470774173737","0.22934362292289734","0.2740657925605774","0.359073668718338","0.359073668718338","0.359073668718338","0.1944768726825714","0.1944768726825714","0.1944768726825714"
"74","0.16861902922391891","0.16489481925964355","0.17234323918819427","0.20948807895183563","0.13421189785003662","0.28476426005363464","0.35443730652332306","0.280818372964859","0.4280562400817871","0.16130785644054413","0.09690622985363007","0.2257094830274582","0.22655628621578217","0.22655628621578217","0.22655628621578217","0.11206164211034775","0.11206164211034775","0.11206164211034775"
"75","0.2681411951780319","0.25165390968322754","0.2846284806728363","0.16682101786136627","0.14464591443538666","0.1889961212873459","0.3986046463251114","0.337490439414978","0.45971885323524475","0.22541334480047226","0.16479556262493134","0.2860311269760132","0.32464250922203064","0.32464250922203064","0.32464250922203064","0.13724090158939362","0.13724090158939362","0.13724090158939362"
"76","0.29378779977560043","0.2337348908185959","0.353840708732605","0.2912285029888153","0.22296446561813354","0.35949254035949707","0.492860347032547","0.4125549793243408","0.5731657147407532","0.3057093322277069","0.20932063460350037","0.40209802985191345","0.21058908104896545","0.21058908104896545","0.21058908104896545","0.24655042588710785","0.24655042588710785","0.24655042588710785"
"77","0.27761903405189514","0.2749198079109192","0.2803182601928711","0.27927225828170776","0.2680390775203705","0.29050543904304504","0.37127430737018585","0.3209233283996582","0.4216252863407135","0.24413159489631653","0.22479823231697083","0.26346495747566223","0.1837247610092163","0.1837247610092163","0.1837247610092163","0.20596858859062195","0.20596858859062195","0.20596858859062195"
"78","0.2716071680188179","0.2033465951681137","0.3398677408695221","0.22948625683784485","0.17236658930778503","0.28660592436790466","0.49133171141147614","0.3826606571674347","0.6000027656555176","0.21340512484312057","0.15123547613620758","0.27557477355003357","0.21182964742183685","0.21182964742183685","0.21182964742183685","0.29067325592041016","0.29067325592041016","0.29067325592041016"
